numren,sexo,edad,folio,tam_loc,est_dis,upm,factor,ur_rur_2500,municipio,entidad,ccevj,CBDj,CSj,CTELJ,CENJ,rei,ett,CASi,CASSi,cyt,nbi,mmip,E_ccevj,E_CBDj,E_CSj,E_CTELJ,E_CENJ,E_rei,E_CASSi,E_CASi,E_nbi,E_cict,E_ett,E_cyt,E_mmip,año,anio,is_cdmx,municipio_num,alcaldia_norm
2,2,26,9008213051,1,134,24240,1536,1,2,9,-0.040540457,-0.939453483,0.0,0.0,0.0,-0.090909123,2.0,0.0,0.0,-0.00571835,-0.089240126,-0.036955494,4,6,4,4,4,4,4,4,4,5,1,4,4,2016,2016,True,2,AZCAPOTZALCO
3,2,4,9008213051,1,134,24240,1536,1,2,9,-0.040540457,-0.939453483,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.00571835,-0.067785569,-0.028931489,4,6,4,4,4,4,4,4,4,5,1,4,4,2016,2016,True,2,AZCAPOTZALCO
4,1,8,9008213051,1,134,24240,1536,1,2,9,-0.040540457,-0.939453483,0.0,0.0,0.0,-0.200000048,2.0,0.0,0.0,-0.00571835,-0.114985585,-0.046584297,4,6,4,4,4,5,4,4,5,5,1,4,4,2016,2016,True,2,AZCAPOTZALCO
1,2,44,9008506021,1,134,24250,1343,1,2,9,0.681034505,-0.074206352,0.0,0.0,0.0,-0.125,0.974124551,0.0,0.0,-0.049648881,0.189575344,0.03982098,1,4,4,4,4,5,4,4,3,4,4,4,3,2016,2016,True,2,AZCAPOTZALCO
2,2,21,9008506021,1,134,24250,1343,1,2,9,0.681034505,-0.074206352,0.0,0.0,0.0,0.066666663,0.974124551,-0.04307735,1.0,-0.049648881,0.37021324,0.107379556,1,4,4,4,4,3,1,4,2,4,4,4,3,2016,2016,True,2,AZCAPOTZALCO
3,1,15,9008506021,1,134,24250,1343,1,2,9,0.681034505,-0.074206352,0.0,0.0,0.0,-0.083333373,0.974124551,0.0,0.0,-0.049648881,0.19940868,0.043498646,1,4,4,4,4,4,4,4,3,4,4,4,3,2016,2016,True,2,AZCAPOTZALCO
1,1,56,9008506031,1,134,24250,1343,1,2,9,0.025973976,-1.0,0.0,-0.5,0.0,-0.1875,0.950833321,-0.01111114,0.0,-0.269575477,-0.110302761,-0.210007474,3,6,4,6,4,5,4,4,5,5,4,5,5,2016,2016,True,2,AZCAPOTZALCO
2,2,53,9008506031,1,134,24250,1343,1,2,9,0.025973976,-1.0,0.0,-0.5,0.0,-0.1875,0.950833321,-0.01111114,0.0,-0.269575477,-0.110302761,-0.210007474,3,6,4,6,4,5,4,4,5,5,4,5,5,2016,2016,True,2,AZCAPOTZALCO
3,2,29,9008506031,1,134,24250,1343,1,2,9,0.025973976,-1.0,0.0,-0.5,0.0,-0.27272737,0.950833321,0.0,0.0,-0.269575477,-0.128844202,-0.216941983,3,6,4,6,4,5,4,4,5,5,4,5,5,2016,2016,True,2,AZCAPOTZALCO
4,2,27,9008506031,1,134,24250,1343,1,2,9,0.025973976,-1.0,0.0,-0.5,0.0,-0.363636374,0.950833321,0.0,0.0,-0.269575477,-0.150298715,-0.224965975,3,6,4,6,4,5,4,4,5,5,4,5,5,2016,2016,True,2,AZCAPOTZALCO
5,2,24,9008506031,1,134,24250,1343,1,2,9,0.025973976,-1.0,0.0,-0.5,0.0,-0.363636374,0.950833321,0.0,0.0,-0.269575477,-0.150298715,-0.224965975,3,6,4,6,4,5,4,4,5,5,4,5,5,2016,2016,True,2,AZCAPOTZALCO
