anio,alcaldia_norm,n_registros,factor_sum,mmip_wmean,rei_wmean,nbi_wmean,CBDj_wmean,CSj_wmean,CENJ_wmean,ett_wmean,CASi_wmean,CASSi_wmean,cyt_wmean,ccevj_wmean,E_mmip_wmode,E_rei_wmode,E_nbi_wmode
2020,BENITO JUAREZ,247,338081.0,-0.07064917052312907,-0.21829065744519213,-0.15366886591871473,-0.5827342323264249,0.037584188425744125,0.0,0.8341722869714919,0.0500473763198701,0.27994104963011823,-0.02104954479904817,-0.317118779707437,5,5,5
2020,COYOACAN,532,755029.0,0.013454721298871958,-0.11220350317907127,-0.035111345405961884,-0.5640319173205957,0.12268773750308665,0.0,0.7605124240477016,0.1542976536768641,0.3666905509589698,0.042470230048143834,-0.128355061474795,5,5,5
2020,CUAJIMALPA DE MORELOS,325,235933.0,0.02441691056182899,-0.09126651437115199,-0.030213143079916755,-0.5633576215152141,0.10089486999184938,0.00011189616720001017,0.9399344148334188,0.07891520694980779,0.28423111646102917,0.057055315171107915,-0.058080895439790114,3,5,3
2020,CUAUHTEMOC,387,479898.0,0.06191339863677907,-0.10079655672015927,0.0022678382523432074,-0.34522201296690963,0.05545605487039746,0.0,0.9198849004730921,0.23518824006787278,0.42046226489795746,0.09754828667142809,-0.11833778714992144,3,5,5
2020,GUSTAVO A MADERO,867,1172630.0,0.06731171124769791,-0.07856545184782839,-0.006347751137429539,-0.3988227958673614,0.07112144573163147,0.00017567347555494912,0.8710254277985476,0.17936924349357428,0.34686367396365436,0.11131912173042477,-0.0969400611013218,3,5,3
2020,IZTACALCO,300,396562.0,0.11340088452670956,-0.025120502140727054,0.07476468557511562,-0.32769159742452886,0.06348383108501571,0.0,0.8400847361545862,0.2731549307630156,0.45547984930477453,0.1364838530248032,0.010639840967989875,3,5,3
2020,IZTAPALAPA,1186,1571065.0,0.16323537755483,-0.015138917794882452,0.09523696546413102,-0.33696122412265944,0.18226302985890844,0.0008137154880899262,0.9611454701792732,0.258303838330185,0.43764580077845283,0.20386062639007999,0.06844287444265959,3,5,3
2020,LA MAGDALENA CONTRERAS,389,379009.0,0.205989877375751,-0.004611250230329623,0.11038879489151972,-0.29083036891856395,0.24833177066873877,6.965533382056891e-05,0.9150096093269843,0.20381393030098235,0.36159827339192474,0.2631061788731719,0.14746752522791806,3,5,3
2020,MIGUEL HIDALGO,297,388736.0,-0.02880481478042167,-0.10601856824862632,-0.029446457144699744,-0.486894006607582,0.041165919600839644,0.0,0.8350680117384035,0.08615468161062007,0.3115218297250576,-0.02842146942842442,-0.06564496352432242,5,5,5
2020,MILPA ALTA,1008,200431.0,0.2363130303458946,0.002718417420743299,0.1561447855242652,-0.23210382875747762,0.3725342722030524,0.004784688708133971,1.0516259516720916,0.3258426485919793,0.5765650024197854,0.28420907416306856,0.10888233520498825,3,4,3
2020,TLAHUAC,317,247103.0,0.1784126634175506,-0.0425854595074038,0.08680573567405091,-0.336252141177776,0.28561820978232155,0.0014924949428861648,0.8511481354673032,0.2909628204497315,0.42741286022427893,0.23314268179687417,0.03475496602204344,3,5,3
2020,TLALPAN,1068,833606.0,0.10769131690930007,-0.022895859211652752,0.0744014928850968,-0.3971052384831371,0.37448162261157664,0.00048824021849650786,0.9301081305027015,0.16694037414059162,0.39047913522695377,0.12758012483395753,0.06290205248785037,3,5,3
2020,VENUSTIANO CARRANZA,366,483273.0,0.0734788181049117,-0.039100557993223296,0.023948744627403148,-0.3189911520302914,0.07658034316798787,0.0,0.9347245548133581,0.14282955965613434,0.32550494234107846,0.10307026849566808,-0.020438668225555727,3,5,3
2020,XOCHIMILCO,655,388380.0,0.16516348019338278,-0.08145517542789277,0.033555525443956964,-0.46488834740236873,0.19424038316025286,0.0013991450863999175,0.9196647323492764,0.24840489062244447,0.43651771460940314,0.24379187507371902,-0.04123762243512539,1,5,3
