alcaldia_key,alcaldia_nombre,alcaldia_id,anio,mes,tiempo_id,subtipo_robo_patrimonial,total_delitos,registros_con_coordenadas,latitud_promedio,longitud_promedio
TLALPAN,Tlalpan,14,2023,3,202303,ROBO_DEL_INTERIOR_DE_VEHICULO,91,91,19.27751243621639,-99.16384922969429
TLALPAN,Tlalpan,14,2023,3,202303,ROBO_DE_ACCESORIOS_AUTO,27,27,19.28749018918631,-99.18616574224743
TLALPAN,Tlalpan,14,2023,3,202303,ROBO_DE_VEHICULO,31,31,19.27450865980865,-99.1842649893899
VENUSTIANO CARRANZA,Venustiano Carranza,15,2023,3,202303,OTRO,949,939,19.43017209196507,-99.10061804436121
VENUSTIANO CARRANZA,Venustiano Carranza,15,2023,3,202303,ROBO_A_CASA_HABITACION,11,11,19.424931504146336,-99.10537399718675
VENUSTIANO CARRANZA,Venustiano Carranza,15,2023,3,202303,ROBO_A_NEGOCIO,42,42,19.425375210784598,-99.1005407390374
VENUSTIANO CARRANZA,Venustiano Carranza,15,2023,3,202303,ROBO_A_TRANSEUNTE,88,88,19.427899347920803,-99.10454625658082
VENUSTIANO CARRANZA,Venustiano Carranza,15,2023,3,202303,ROBO_DEL_INTERIOR_DE_VEHICULO,15,15,19.42333929201857,-99.10248366592062
VENUSTIANO CARRANZA,Venustiano Carranza,15,2023,3,202303,ROBO_DE_ACCESORIOS_AUTO,47,47,19.424149006180333,-99.10656596658818
VENUSTIANO CARRANZA,Venustiano Carranza,15,2023,3,202303,ROBO_DE_VEHICULO,34,34,19.428863740387275,-99.0962451520819
XOCHIMILCO,Xochimilco,16,2023,3,202303,OTRO,597,591,19.25345204796691,-99.09595253471713
XOCHIMILCO,Xochimilco,16,2023,3,202303,ROBO_A_CASA_HABITACION,8,8,19.25423886724826,-99.08281318007505
XOCHIMILCO,Xochimilco,16,2023,3,202303,ROBO_A_NEGOCIO,12,12,19.2653717810026,-99.1011800367761
XOCHIMILCO,Xochimilco,16,2023,3,202303,ROBO_A_TRANSEUNTE,31,30,19.25751078365578,-99.09982181939534
XOCHIMILCO,Xochimilco,16,2023,3,202303,ROBO_DEL_INTERIOR_DE_VEHICULO,27,27,19.264726860821597,-99.11281955741418
XOCHIMILCO,Xochimilco,16,2023,3,202303,ROBO_DE_ACCESORIOS_AUTO,12,12,19.256792335858993,-99.10373525583974
XOCHIMILCO,Xochimilco,16,2023,3,202303,ROBO_DE_VEHICULO,14,14,19.25171268842769,-99.09090318932253
ALVARO OBREGON,Alvaro Obregon,2,2023,4,202304,OTRO,1003,984,19.361358191055192,-99.21935821597808
ALVARO OBREGON,Alvaro Obregon,2,2023,4,202304,ROBO_A_CASA_HABITACION,18,18,19.355464010888724,-99.22098585040892
ALVARO OBREGON,Alvaro Obregon,2,2023,4,202304,ROBO_A_NEGOCIO,105,105,19.35806788829853,-99.21707011750541
ALVARO OBREGON,Alvaro Obregon,2,2023,4,202304,ROBO_A_TRANSEUNTE,100,100,19.369636718592936,-99.21610873668955
ALVARO OBREGON,Alvaro Obregon,2,2023,4,202304,ROBO_DEL_INTERIOR_DE_VEHICULO,45,45,19.362182196473885,-99.21062366078591
ALVARO OBREGON,Alvaro Obregon,2,2023,4,202304,ROBO_DE_ACCESORIOS_AUTO,35,35,19.362376849220198,-99.20718192163524
ALVARO OBREGON,Alvaro Obregon,2,2023,4,202304,ROBO_DE_VEHICULO,20,20,19.364433699689453,-99.21497425401938
AZCAPOTZALCO,Azcapotzalco,1,2023,4,202304,OTRO,664,662,19.483001820717128,-99.18379879878249
AZCAPOTZALCO,Azcapotzalco,1,2023,4,202304,ROBO_A_CASA_HABITACION,14,14,19.477582285834114,-99.18813803004643
AZCAPOTZALCO,Azcapotzalco,1,2023,4,202304,ROBO_A_NEGOCIO,86,86,19.48331429993854,-99.1782268368213
AZCAPOTZALCO,Azcapotzalco,1,2023,4,202304,ROBO_A_TRANSEUNTE,43,43,19.485188774422884,-99.18797698347277
AZCAPOTZALCO,Azcapotzalco,1,2023,4,202304,ROBO_DEL_INTERIOR_DE_VEHICULO,27,27,19.480362663353535,-99.17819001185941
AZCAPOTZALCO,Azcapotzalco,1,2023,4,202304,ROBO_DE_ACCESORIOS_AUTO,35,35,19.477511905254296,-99.17751026883167
AZCAPOTZALCO,Azcapotzalco,1,2023,4,202304,ROBO_DE_VEHICULO,22,22,19.491847022563555,-99.18987441411292
BENITO JUAREZ,Benito Juarez,3,2023,4,202304,OTRO,954,948,19.381813203519968,-99.16075820085274
BENITO JUAREZ,Benito Juarez,3,2023,4,202304,ROBO_A_CASA_HABITACION,14,14,19.387956030603984,-99.15977953356537
BENITO JUAREZ,Benito Juarez,3,2023,4,202304,ROBO_A_NEGOCIO,123,123,19.379739713356372,-99.16207138655986
BENITO JUAREZ,Benito Juarez,3,2023,4,202304,ROBO_A_TRANSEUNTE,87,86,19.38274981715591,-99.15781200523594
BENITO JUAREZ,Benito Juarez,3,2023,4,202304,ROBO_DEL_INTERIOR_DE_VEHICULO,75,75,19.380686857199088,-99.16921828981964
BENITO JUAREZ,Benito Juarez,3,2023,4,202304,ROBO_DE_ACCESORIOS_AUTO,149,149,19.38608738619003,-99.15422387315841
BENITO JUAREZ,Benito Juarez,3,2023,4,202304,ROBO_DE_VEHICULO,30,30,19.379101110725312,-99.16276847266278
COYOACAN,Coyoacan,4,2023,4,202304,OTRO,940,933,19.326591214292193,-99.14915524013398
COYOACAN,Coyoacan,4,2023,4,202304,ROBO_A_CASA_HABITACION,21,21,19.33001653515551,-99.14575778375794
COYOACAN,Coyoacan,4,2023,4,202304,ROBO_A_NEGOCIO,139,139,19.32054531429192,-99.15937197433473
COYOACAN,Coyoacan,4,2023,4,202304,ROBO_A_TRANSEUNTE,67,67,19.323851161627484,-99.15245482569807
COYOACAN,Coyoacan,4,2023,4,202304,ROBO_DEL_INTERIOR_DE_VEHICULO,60,60,19.327595695376715,-99.15695256602594
COYOACAN,Coyoacan,4,2023,4,202304,ROBO_DE_ACCESORIOS_AUTO,81,81,19.334279183725798,-99.15185788714793
COYOACAN,Coyoacan,4,2023,4,202304,ROBO_DE_VEHICULO,40,40,19.332796946962077,-99.1538260604297
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2023,4,202304,OTRO,261,258,19.35522489605958,-99.29335662046154
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2023,4,202304,ROBO_A_CASA_HABITACION,6,6,19.360730171797,-99.27896980169385
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2023,4,202304,ROBO_A_NEGOCIO,21,21,19.360915386443786,-99.28031397800405
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2023,4,202304,ROBO_A_TRANSEUNTE,9,8,19.355965470279152,-99.2913024425275
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2023,4,202304,ROBO_DEL_INTERIOR_DE_VEHICULO,6,6,19.356131837949665,-99.29033275992585
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2023,4,202304,ROBO_DE_ACCESORIOS_AUTO,6,6,19.366947615558967,-99.27923989337391
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2023,4,202304,ROBO_DE_VEHICULO,1,1,19.354388570985,-99.3183597395924
CUAUHTEMOC,Cuauhtemoc,6,2023,4,202304,OTRO,2040,1958,19.43046718225072,-99.14882408974374
CUAUHTEMOC,Cuauhtemoc,6,2023,4,202304,ROBO_A_CASA_HABITACION,26,26,19.432151741097332,-99.15308182648965
CUAUHTEMOC,Cuauhtemoc,6,2023,4,202304,ROBO_A_NEGOCIO,213,213,19.433572202558388,-99.14934936255743
CUAUHTEMOC,Cuauhtemoc,6,2023,4,202304,ROBO_A_TRANSEUNTE,234,229,19.431960864606484,-99.14747084646453
CUAUHTEMOC,Cuauhtemoc,6,2023,4,202304,ROBO_DEL_INTERIOR_DE_VEHICULO,79,79,19.423223041214403,-99.15666513807567
CUAUHTEMOC,Cuauhtemoc,6,2023,4,202304,ROBO_DE_ACCESORIOS_AUTO,232,232,19.422409773641665,-99.15601645396735
CUAUHTEMOC,Cuauhtemoc,6,2023,4,202304,ROBO_DE_VEHICULO,49,49,19.428711228011966,-99.15397803632702
GUSTAVO A MADERO,Gustavo A Madero,7,2023,4,202304,OTRO,1478,1452,19.495441420528508,-99.11372421360373
GUSTAVO A MADERO,Gustavo A Madero,7,2023,4,202304,ROBO_A_CASA_HABITACION,37,37,19.484188372414167,-99.10063745485319
GUSTAVO A MADERO,Gustavo A Madero,7,2023,4,202304,ROBO_A_NEGOCIO,156,156,19.483887134644817,-99.11426669188147
GUSTAVO A MADERO,Gustavo A Madero,7,2023,4,202304,ROBO_A_TRANSEUNTE,116,114,19.488362418007817,-99.11504428920829
GUSTAVO A MADERO,Gustavo A Madero,7,2023,4,202304,ROBO_DEL_INTERIOR_DE_VEHICULO,31,31,19.484897626558453,-99.11953891770263
GUSTAVO A MADERO,Gustavo A Madero,7,2023,4,202304,ROBO_DE_ACCESORIOS_AUTO,55,55,19.483553064348097,-99.11481611459114
GUSTAVO A MADERO,Gustavo A Madero,7,2023,4,202304,ROBO_DE_VEHICULO,44,44,19.513696420583123,-99.12738254570017
IZTACALCO,Iztacalco,8,2023,4,202304,OTRO,711,708,19.396773585993003,-99.09456261981559
IZTACALCO,Iztacalco,8,2023,4,202304,ROBO_A_CASA_HABITACION,7,7,19.397905328730385,-99.09488323287269
IZTACALCO,Iztacalco,8,2023,4,202304,ROBO_A_NEGOCIO,18,17,19.39574939567934,-99.09066619535834
IZTACALCO,Iztacalco,8,2023,4,202304,ROBO_A_TRANSEUNTE,61,60,19.39682752050961,-99.09571722017503
IZTACALCO,Iztacalco,8,2023,4,202304,ROBO_DEL_INTERIOR_DE_VEHICULO,22,22,19.40017190146023,-99.08762943960802
IZTACALCO,Iztacalco,8,2023,4,202304,ROBO_DE_ACCESORIOS_AUTO,43,43,19.395508506394314,-99.10562414767183
IZTACALCO,Iztacalco,8,2023,4,202304,ROBO_DE_VEHICULO,18,17,19.40134038069434,-99.0874249641194
IZTAPALAPA,Iztapalapa,9,2023,4,202304,OTRO,2132,2096,19.350032906888686,-99.06168335328863
IZTAPALAPA,Iztapalapa,9,2023,4,202304,ROBO_A_CASA_HABITACION,38,38,19.34961824934907,-99.07053415075808
IZTAPALAPA,Iztapalapa,9,2023,4,202304,ROBO_A_NEGOCIO,135,135,19.35643593582548,-99.06548059516386
IZTAPALAPA,Iztapalapa,9,2023,4,202304,ROBO_A_TRANSEUNTE,212,210,19.356412883948884,-99.05768087262291
IZTAPALAPA,Iztapalapa,9,2023,4,202304,ROBO_DEL_INTERIOR_DE_VEHICULO,45,45,19.35938733890356,-99.05138802470368
IZTAPALAPA,Iztapalapa,9,2023,4,202304,ROBO_DE_ACCESORIOS_AUTO,89,89,19.358325504049432,-99.06718755680782
IZTAPALAPA,Iztapalapa,9,2023,4,202304,ROBO_DE_VEHICULO,66,66,19.3417495251564,-99.05709727578194
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2023,4,202304,OTRO,319,316,19.310812860523292,-99.24479386788913
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2023,4,202304,ROBO_A_CASA_HABITACION,11,11,19.311406915063728,-99.24238772366607
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2023,4,202304,ROBO_A_NEGOCIO,7,7,19.311642709163543,-99.24102044133708
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2023,4,202304,ROBO_A_TRANSEUNTE,22,22,19.307595587036786,-99.24465813727892
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2023,4,202304,ROBO_DEL_INTERIOR_DE_VEHICULO,11,11,19.308463799538064,-99.24498833289194
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2023,4,202304,ROBO_DE_ACCESORIOS_AUTO,7,7,19.309276599503228,-99.2463965186565
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2023,4,202304,ROBO_DE_VEHICULO,4,4,19.316530387800924,-99.22934205270548
MIGUEL HIDALGO,Miguel Hidalgo,11,2023,4,202304,OTRO,840,834,19.434569038237928,-99.19341496522141
MIGUEL HIDALGO,Miguel Hidalgo,11,2023,4,202304,ROBO_A_CASA_HABITACION,11,11,19.426039697151452,-99.20928451527888
MIGUEL HIDALGO,Miguel Hidalgo,11,2023,4,202304,ROBO_A_NEGOCIO,94,94,19.44000656453018,-99.20131262243405
MIGUEL HIDALGO,Miguel Hidalgo,11,2023,4,202304,ROBO_A_TRANSEUNTE,89,89,19.43565509191455,-99.19038602413526
MIGUEL HIDALGO,Miguel Hidalgo,11,2023,4,202304,ROBO_DEL_INTERIOR_DE_VEHICULO,45,45,19.437980941646284,-99.19667615797132
MIGUEL HIDALGO,Miguel Hidalgo,11,2023,4,202304,ROBO_DE_ACCESORIOS_AUTO,48,48,19.431802735437405,-99.1861066912757
MIGUEL HIDALGO,Miguel Hidalgo,11,2023,4,202304,ROBO_DE_VEHICULO,31,31,19.43030321442174,-99.19354845741815
MILPA ALTA,Milpa Alta,12,2023,4,202304,OTRO,206,201,19.19640255065868,-99.0296770512575
MILPA ALTA,Milpa Alta,12,2023,4,202304,ROBO_A_CASA_HABITACION,5,5,19.19416354647062,-99.03017009598598
MILPA ALTA,Milpa Alta,12,2023,4,202304,ROBO_A_NEGOCIO,3,3,19.2010848669093,-99.0057415501902
MILPA ALTA,Milpa Alta,12,2023,4,202304,ROBO_A_TRANSEUNTE,6,6,19.201587338284284,-99.03467375006534
MILPA ALTA,Milpa Alta,12,2023,4,202304,ROBO_DEL_INTERIOR_DE_VEHICULO,2,2,19.19175069715555,-99.0258168147966
MILPA ALTA,Milpa Alta,12,2023,4,202304,ROBO_DE_VEHICULO,2,2,19.2091397531204,-99.0473565450229
TLAHUAC,Tlahuac,13,2023,4,202304,OTRO,578,567,19.283085816740527,-99.02340403206725
TLAHUAC,Tlahuac,13,2023,4,202304,ROBO_A_CASA_HABITACION,12,12,19.27228998955371,-99.02423588153151
TLAHUAC,Tlahuac,13,2023,4,202304,ROBO_A_NEGOCIO,22,22,19.27956073308076,-99.02375700459608
TLAHUAC,Tlahuac,13,2023,4,202304,ROBO_A_TRANSEUNTE,31,31,19.287583828649996,-99.02690643481132
TLAHUAC,Tlahuac,13,2023,4,202304,ROBO_DEL_INTERIOR_DE_VEHICULO,3,3,19.278336590225667,-99.016698636652
TLAHUAC,Tlahuac,13,2023,4,202304,ROBO_DE_ACCESORIOS_AUTO,4,4,19.283964228302125,-99.04112422017708
TLAHUAC,Tlahuac,13,2023,4,202304,ROBO_DE_VEHICULO,25,25,19.295747914834998,-99.02725241684999
TLALPAN,Tlalpan,14,2023,4,202304,OTRO,892,881,19.273184842945703,-99.17948813717143
TLALPAN,Tlalpan,14,2023,4,202304,ROBO_A_CASA_HABITACION,28,28,19.272050128321958,-99.18240711997433
TLALPAN,Tlalpan,14,2023,4,202304,ROBO_A_NEGOCIO,75,75,19.28225899459488,-99.16561619133381
TLALPAN,Tlalpan,14,2023,4,202304,ROBO_A_TRANSEUNTE,57,56,19.280401835996837,-99.16586145804023
TLALPAN,Tlalpan,14,2023,4,202304,ROBO_DEL_INTERIOR_DE_VEHICULO,59,59,19.279673882113904,-99.16651826678684
TLALPAN,Tlalpan,14,2023,4,202304,ROBO_DE_ACCESORIOS_AUTO,27,27,19.27593570507898,-99.16863460854756
TLALPAN,Tlalpan,14,2023,4,202304,ROBO_DE_VEHICULO,25,25,19.260350311041194,-99.18043246888212
VENUSTIANO CARRANZA,Venustiano Carranza,15,2023,4,202304,OTRO,804,790,19.429178325542132,-99.10113070467291
VENUSTIANO CARRANZA,Venustiano Carranza,15,2023,4,202304,ROBO_A_CASA_HABITACION,27,27,19.42594061595408,-99.104426988849
VENUSTIANO CARRANZA,Venustiano Carranza,15,2023,4,202304,ROBO_A_NEGOCIO,55,55,19.42850960238451,-99.10471057887875
VENUSTIANO CARRANZA,Venustiano Carranza,15,2023,4,202304,ROBO_A_TRANSEUNTE,106,106,19.428313738526224,-99.10403149461224
VENUSTIANO CARRANZA,Venustiano Carranza,15,2023,4,202304,ROBO_DEL_INTERIOR_DE_VEHICULO,19,19,19.428597691385104,-99.10543977944796
VENUSTIANO CARRANZA,Venustiano Carranza,15,2023,4,202304,ROBO_DE_ACCESORIOS_AUTO,58,58,19.42650392176034,-99.10764526361042
VENUSTIANO CARRANZA,Venustiano Carranza,15,2023,4,202304,ROBO_DE_VEHICULO,17,17,19.424841535564436,-99.0891534552936
XOCHIMILCO,Xochimilco,16,2023,4,202304,OTRO,523,519,19.252462888190554,-99.09806673747296
XOCHIMILCO,Xochimilco,16,2023,4,202304,ROBO_A_CASA_HABITACION,25,25,19.254086852956103,-99.1004106456095
XOCHIMILCO,Xochimilco,16,2023,4,202304,ROBO_A_NEGOCIO,12,12,19.257173731009498,-99.10634169086065
XOCHIMILCO,Xochimilco,16,2023,4,202304,ROBO_A_TRANSEUNTE,29,29,19.26104147759956,-99.09607963652459
XOCHIMILCO,Xochimilco,16,2023,4,202304,ROBO_DEL_INTERIOR_DE_VEHICULO,22,22,19.265052176582437,-99.12006298498959
XOCHIMILCO,Xochimilco,16,2023,4,202304,ROBO_DE_ACCESORIOS_AUTO,8,8,19.255011526385026,-99.098777984952
XOCHIMILCO,Xochimilco,16,2023,4,202304,ROBO_DE_VEHICULO,12,12,19.26193028675064,-99.10041870827365
ALVARO OBREGON,Alvaro Obregon,2,2023,5,202305,OTRO,990,964,19.361834638793006,-99.21952394815234
ALVARO OBREGON,Alvaro Obregon,2,2023,5,202305,ROBO_A_CASA_HABITACION,14,14,19.354617792265262,-99.22663666493311
ALVARO OBREGON,Alvaro Obregon,2,2023,5,202305,ROBO_A_NEGOCIO,89,89,19.36509315981679,-99.21781548303437
ALVARO OBREGON,Alvaro Obregon,2,2023,5,202305,ROBO_A_TRANSEUNTE,90,90,19.365785016643223,-99.21521795497225
ALVARO OBREGON,Alvaro Obregon,2,2023,5,202305,ROBO_DEL_INTERIOR_DE_VEHICULO,59,59,19.35757558065426,-99.21911356900723
ALVARO OBREGON,Alvaro Obregon,2,2023,5,202305,ROBO_DE_ACCESORIOS_AUTO,36,36,19.36664939519485,-99.20523314140542
ALVARO OBREGON,Alvaro Obregon,2,2023,5,202305,ROBO_DE_VEHICULO,20,20,19.355040643235817,-99.21034527798777
AZCAPOTZALCO,Azcapotzalco,1,2023,5,202305,OTRO,672,672,19.48228077503631,-99.18434087472191
AZCAPOTZALCO,Azcapotzalco,1,2023,5,202305,ROBO_A_CASA_HABITACION,10,10,19.481244790431283,-99.1776721510914
AZCAPOTZALCO,Azcapotzalco,1,2023,5,202305,ROBO_A_NEGOCIO,78,78,19.480603830731507,-99.18186019098029
AZCAPOTZALCO,Azcapotzalco,1,2023,5,202305,ROBO_A_TRANSEUNTE,78,78,19.481972854989156,-99.18312351938665
AZCAPOTZALCO,Azcapotzalco,1,2023,5,202305,ROBO_DEL_INTERIOR_DE_VEHICULO,27,27,19.47837752344956,-99.1793315681153
AZCAPOTZALCO,Azcapotzalco,1,2023,5,202305,ROBO_DE_ACCESORIOS_AUTO,31,31,19.479581262382602,-99.17215877765956
AZCAPOTZALCO,Azcapotzalco,1,2023,5,202305,ROBO_DE_VEHICULO,26,26,19.4835750290083,-99.1855541022823
BENITO JUAREZ,Benito Juarez,3,2023,5,202305,OTRO,1005,995,19.38213119651491,-99.16061289706467
BENITO JUAREZ,Benito Juarez,3,2023,5,202305,ROBO_A_CASA_HABITACION,14,14,19.38459840795836,-99.15975003429801
BENITO JUAREZ,Benito Juarez,3,2023,5,202305,ROBO_A_NEGOCIO,130,130,19.38176452921921,-99.16620664253786
BENITO JUAREZ,Benito Juarez,3,2023,5,202305,ROBO_A_TRANSEUNTE,105,105,19.38285524436111,-99.15745861809079
BENITO JUAREZ,Benito Juarez,3,2023,5,202305,ROBO_DEL_INTERIOR_DE_VEHICULO,73,73,19.37648353296735,-99.1660577776461
BENITO JUAREZ,Benito Juarez,3,2023,5,202305,ROBO_DE_ACCESORIOS_AUTO,179,179,19.38603366280771,-99.15306675682838
BENITO JUAREZ,Benito Juarez,3,2023,5,202305,ROBO_DE_VEHICULO,40,40,19.384452459038236,-99.15862700071315
COYOACAN,Coyoacan,4,2023,5,202305,OTRO,1065,1055,19.325749011496537,-99.14722660630696
COYOACAN,Coyoacan,4,2023,5,202305,ROBO_A_CASA_HABITACION,27,27,19.326186139567103,-99.15039564152569
COYOACAN,Coyoacan,4,2023,5,202305,ROBO_A_NEGOCIO,109,109,19.32436148200123,-99.15812033802781
COYOACAN,Coyoacan,4,2023,5,202305,ROBO_A_TRANSEUNTE,72,72,19.32555776912993,-99.14545092102523
COYOACAN,Coyoacan,4,2023,5,202305,ROBO_DEL_INTERIOR_DE_VEHICULO,65,65,19.33008752618103,-99.15475973736761
COYOACAN,Coyoacan,4,2023,5,202305,ROBO_DE_ACCESORIOS_AUTO,62,62,19.329389373440428,-99.15129418041228
COYOACAN,Coyoacan,4,2023,5,202305,ROBO_DE_VEHICULO,47,47,19.328399200663828,-99.1535904591181
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2023,5,202305,OTRO,308,307,19.356271524106557,-99.29223565683199
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2023,5,202305,ROBO_A_CASA_HABITACION,5,5,19.35693395071896,-99.28361725222396
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2023,5,202305,ROBO_A_NEGOCIO,21,21,19.361601240690096,-99.2806908109689
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2023,5,202305,ROBO_A_TRANSEUNTE,17,17,19.355414553491727,-99.29534435347178
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2023,5,202305,ROBO_DEL_INTERIOR_DE_VEHICULO,15,15,19.36304251950578,-99.28075304010972
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2023,5,202305,ROBO_DE_ACCESORIOS_AUTO,10,10,19.35779680701884,-99.29295766686744
CUAJIMALPA DE MORELOS,Cuajimalpa De Morelos,5,2023,5,202305,ROBO_DE_VEHICULO,4,4,19.352422295082476,-99.2982212975366
CUAUHTEMOC,Cuauhtemoc,6,2023,5,202305,OTRO,2116,2030,19.430950762450358,-99.14812377590107
CUAUHTEMOC,Cuauhtemoc,6,2023,5,202305,ROBO_A_CASA_HABITACION,27,27,19.431619925504258,-99.15130237846962
CUAUHTEMOC,Cuauhtemoc,6,2023,5,202305,ROBO_A_NEGOCIO,167,167,19.430694738552464,-99.14845692157913
CUAUHTEMOC,Cuauhtemoc,6,2023,5,202305,ROBO_A_TRANSEUNTE,250,248,19.42965233512647,-99.14814895526717
CUAUHTEMOC,Cuauhtemoc,6,2023,5,202305,ROBO_DEL_INTERIOR_DE_VEHICULO,98,98,19.426665652789346,-99.15509500439623
CUAUHTEMOC,Cuauhtemoc,6,2023,5,202305,ROBO_DE_ACCESORIOS_AUTO,269,269,19.42594723346069,-99.15373255768935
CUAUHTEMOC,Cuauhtemoc,6,2023,5,202305,ROBO_DE_VEHICULO,53,52,19.429193037120974,-99.15151656864019
GUSTAVO A MADERO,Gustavo A Madero,7,2023,5,202305,OTRO,1573,1547,19.494057139065998,-99.11291597732071
GUSTAVO A MADERO,Gustavo A Madero,7,2023,5,202305,ROBO_A_CASA_HABITACION,25,25,19.490538803630695,-99.11006664512504
GUSTAVO A MADERO,Gustavo A Madero,7,2023,5,202305,ROBO_A_NEGOCIO,158,158,19.484731178489834,-99.11273343414041
GUSTAVO A MADERO,Gustavo A Madero,7,2023,5,202305,ROBO_A_TRANSEUNTE,112,110,19.49199662603684,-99.11254392826473
GUSTAVO A MADERO,Gustavo A Madero,7,2023,5,202305,ROBO_DEL_INTERIOR_DE_VEHICULO,54,54,19.483481610088475,-99.11396010422975
GUSTAVO A MADERO,Gustavo A Madero,7,2023,5,202305,ROBO_DE_ACCESORIOS_AUTO,71,71,19.48625921471218,-99.11733923492993
GUSTAVO A MADERO,Gustavo A Madero,7,2023,5,202305,ROBO_DE_VEHICULO,48,48,19.500146667049794,-99.11451459172723
IZTACALCO,Iztacalco,8,2023,5,202305,OTRO,771,767,19.396719799778094,-99.0952513604397
IZTACALCO,Iztacalco,8,2023,5,202305,ROBO_A_CASA_HABITACION,12,12,19.3951072860423,-99.09662610077311
IZTACALCO,Iztacalco,8,2023,5,202305,ROBO_A_NEGOCIO,18,18,19.39587308026084,-99.09571588724152
IZTACALCO,Iztacalco,8,2023,5,202305,ROBO_A_TRANSEUNTE,65,62,19.400337837950712,-99.09441667764177
IZTACALCO,Iztacalco,8,2023,5,202305,ROBO_DEL_INTERIOR_DE_VEHICULO,19,19,19.396295851304764,-99.08783556680677
IZTACALCO,Iztacalco,8,2023,5,202305,ROBO_DE_ACCESORIOS_AUTO,52,52,19.398512166769198,-99.10236591312713
IZTACALCO,Iztacalco,8,2023,5,202305,ROBO_DE_VEHICULO,23,23,19.398565677414343,-99.09233376173063
IZTAPALAPA,Iztapalapa,9,2023,5,202305,OTRO,2267,2217,19.350054138939093,-99.05922516133603
IZTAPALAPA,Iztapalapa,9,2023,5,202305,ROBO_A_CASA_HABITACION,43,43,19.345509256431903,-99.06028869643671
IZTAPALAPA,Iztapalapa,9,2023,5,202305,ROBO_A_NEGOCIO,122,122,19.358564876460903,-99.07036727808338
IZTAPALAPA,Iztapalapa,9,2023,5,202305,ROBO_A_TRANSEUNTE,215,213,19.352734524067273,-99.05475035174656
IZTAPALAPA,Iztapalapa,9,2023,5,202305,ROBO_DEL_INTERIOR_DE_VEHICULO,61,61,19.356471920194192,-99.0535247837742
IZTAPALAPA,Iztapalapa,9,2023,5,202305,ROBO_DE_ACCESORIOS_AUTO,75,75,19.35642432788436,-99.06859114093584
IZTAPALAPA,Iztapalapa,9,2023,5,202305,ROBO_DE_VEHICULO,68,66,19.35068436681993,-99.05096613941394
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2023,5,202305,OTRO,381,378,19.3105646965398,-99.24468933205398
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2023,5,202305,ROBO_A_CASA_HABITACION,6,6,19.31154987636785,-99.24469199514336
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2023,5,202305,ROBO_A_NEGOCIO,17,17,19.31079391074096,-99.2364086753694
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2023,5,202305,ROBO_A_TRANSEUNTE,21,21,19.313645178834445,-99.23811112956085
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2023,5,202305,ROBO_DEL_INTERIOR_DE_VEHICULO,7,7,19.320598208463544,-99.23933107870309
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2023,5,202305,ROBO_DE_ACCESORIOS_AUTO,9,9,19.318357658160654,-99.23961700784201
LA MAGDALENA CONTRERAS,La Magdalena Contreras,10,2023,5,202305,ROBO_DE_VEHICULO,4,4,19.310283854094877,-99.2501102724214
MIGUEL HIDALGO,Miguel Hidalgo,11,2023,5,202305,OTRO,796,796,19.434978001645753,-99.19214073755538
MIGUEL HIDALGO,Miguel Hidalgo,11,2023,5,202305,ROBO_A_CASA_HABITACION,10,10,19.43671749184462,-99.18873489096427
MIGUEL HIDALGO,Miguel Hidalgo,11,2023,5,202305,ROBO_A_NEGOCIO,107,107,19.43864094409424,-99.19914651488622
MIGUEL HIDALGO,Miguel Hidalgo,11,2023,5,202305,ROBO_A_TRANSEUNTE,83,83,19.435107984631188,-99.19146837711766
MIGUEL HIDALGO,Miguel Hidalgo,11,2023,5,202305,ROBO_DEL_INTERIOR_DE_VEHICULO,56,56,19.435434173077947,-99.19633984251985
